6.8348,0,0.1204,0.2606,1
129.273,0,0.1154,1.1517,2
407.7616,0,0.2532,1.7964,3
172.7188,0,0.34,1.1884,4
108.3464,0,0.1104,1.0586,5
264.9755,0,0.2606,1.7347,6
238.6345,0,0.2445,1.4332,7
15.9086,0,0.043,0.2865,8
82.9363,0,0.1413,0.9644,9
96.3234,0,0.161,1.0643,10
325.3324,0,0.2863,1.6688,11
245.6186,0,0.33,1.6199,12
245.8679,0,0.2444,1.6289,13
117.0469,0,0.3408,1.0842,14
123.3972,0,0.2694,1.1637,15
248.0218,0,1.0324,1.5371,16
33.7503,0,0.2392,0.6856,17
95.9425,0,0.1244,1.0148,18
159.1915,0,0.4391,1.3222,19
165.2415,0,0.3666,1.3154,20
76.3896,0,0.0855,0.99,21
28.9706,0,0.0912,0.3703,22
103.3148,0,0.4648,1.0721,23
443.2713,0,0.6141,1.3906,24
353.1156,0,0.377,1.8821,25
18.7211,0,0.078,0.4725,26
145.17,0,0.1357,1.2292,27
222.6258,0,0.3644,1.6202,28
174.459,0,0.7599,1.351,29
130.2624,0,0.1304,1.134,30
205.801,0,0.288,1.304,31
123.1858,0,0.2992,1.201,32
196.2533,0,0.1999,1.4197,33
99.7918,0,0.2453,0.8307,34
57.866,0,0.2376,0.5592,35
5.8979,0,0.159,0.1328,36
6.4319,0,0.5976,0.2037,37
143.6308,0,0.1349,1.21,38
214.0859,0,0.1881,0.8368,39
296.1922,0,0.3808,1.6725,40
258.6675,0,0.2394,1.4655,41
303.0792,0,0.3098,1.77,42
307.5437,0,0.444,1.5862,43
195.7956,0,0.1931,1.2816,44
76.7411,0,0.2856,1.031,45
100.0694,0,0.1185,0.7684,46
32.0375,0,0.5794,0.5092,47
42.6117,0,0.1823,0.5879,48
26.0652,0,0.1647,0.3497,49
15.6389,0,0.2159,0.2692,50
8.5775,0,0.0718,0.2222,51
13.5833,0,0.0554,0.3766,52
31.9008,0,0.0442,0.4365,53
316.7714,0,0.3679,1.4106,54
177.6138,0,0.251,1.3962,55
387.0505,0,0.38,1.3682,56
304.093,0,0.2404,1.6249,57
368.2624,0,0.4086,1.7702,58
239.7567,0,0.2263,1.2511,59
118.7608,0,0.1615,0.7614,60
22.2698,0,0.6429,0.2861,61
102.7894,0,0.1863,1.1382,62
228.3418,0,0.4846,1.4932,63
374.8684,0,0.4163,1.7345,64
130.3492,0,0.1286,0.8373,65
141.602,0,0.3113,1.3673,66
205.2543,0,0.45,1.4609,67
158.3034,0,0.1942,1.4368,68
129.553,0,0.3002,1.1928,69
80.0055,0,0.1767,1.0945,70
469.6392,0,0.5242,2.0553,71
293.6072,0,0.6056,1.484,72
209.8463,0,0.5694,1.5371,73
216.8535,0,0.168,1.2892,74
84.6251,0,0.1166,0.7282,75
